"Step","lively-brook-27 - train/rmse_param_sig","lively-brook-27 - train/rmse_param_sig__MIN","lively-brook-27 - train/rmse_param_sig__MAX","glamorous-snowflake-26 - train/rmse_param_sig","glamorous-snowflake-26 - train/rmse_param_sig__MIN","glamorous-snowflake-26 - train/rmse_param_sig__MAX","dark-moon-25 - train/rmse_param_sig","dark-moon-25 - train/rmse_param_sig__MIN","dark-moon-25 - train/rmse_param_sig__MAX","legendary-sponge-24 - train/rmse_param_sig","legendary-sponge-24 - train/rmse_param_sig__MIN","legendary-sponge-24 - train/rmse_param_sig__MAX"
"98","53.412784576416016","53.412784576416016","53.412784576416016","69.02259063720703","69.02259063720703","69.02259063720703","68.7118911743164","68.7118911743164","68.7118911743164","69.39995574951172","69.39995574951172","69.39995574951172"
"99","53.4369010925293","53.4369010925293","53.4369010925293","69.19601440429688","69.19601440429688","69.19601440429688","68.8818130493164","68.8818130493164","68.8818130493164","69.594482421875","69.594482421875","69.594482421875"
"100","53.45732116699219","53.45732116699219","53.45732116699219","69.36729431152344","69.36729431152344","69.36729431152344","69.05006408691406","69.05006408691406","69.05006408691406","69.78840637207031","69.78840637207031","69.78840637207031"
"101","53.45537567138672","53.45537567138672","53.45537567138672","69.53709411621094","69.53709411621094","69.53709411621094","69.21722412109375","69.21722412109375","69.21722412109375","69.98091888427734","69.98091888427734","69.98091888427734"
"102","53.45656204223633","53.45656204223633","53.45656204223633","69.70789337158203","69.70789337158203","69.70789337158203","69.38249969482422","69.38249969482422","69.38249969482422","70.17379760742188","70.17379760742188","70.17379760742188"
"103","53.4495964050293","53.4495964050293","53.4495964050293","69.87714385986328","69.87714385986328","69.87714385986328","69.54518127441406","69.54518127441406","69.54518127441406","70.36573791503906","70.36573791503906","70.36573791503906"
"104","53.447105407714844","53.447105407714844","53.447105407714844","70.044677734375","70.044677734375","70.044677734375","69.70781707763672","69.70781707763672","69.70781707763672","70.55825805664062","70.55825805664062","70.55825805664062"
"105","53.43911361694336","53.43911361694336","53.43911361694336","70.21070861816406","70.21070861816406","70.21070861816406","69.87000274658203","69.87000274658203","69.87000274658203","70.74925994873047","70.74925994873047","70.74925994873047"
"106","53.43142318725586","53.43142318725586","53.43142318725586","70.37577819824219","70.37577819824219","70.37577819824219","70.03199768066406","70.03199768066406","70.03199768066406","70.94062805175781","70.94062805175781","70.94062805175781"
"107","53.38481521606445","53.38481521606445","53.38481521606445","70.54171752929688","70.54171752929688","70.54171752929688","70.19298553466797","70.19298553466797","70.19298553466797","71.1324462890625","71.1324462890625","71.1324462890625"
"108","53.322532653808594","53.322532653808594","53.322532653808594","70.70790100097656","70.70790100097656","70.70790100097656","70.35301971435547","70.35301971435547","70.35301971435547","71.32257843017578","71.32257843017578","71.32257843017578"
"109","53.27881622314453","53.27881622314453","53.27881622314453","70.87298583984375","70.87298583984375","70.87298583984375","70.51087188720703","70.51087188720703","70.51087188720703","71.51344299316406","71.51344299316406","71.51344299316406"
"110","53.22880554199219","53.22880554199219","53.22880554199219","71.03791046142578","71.03791046142578","71.03791046142578","70.6659927368164","70.6659927368164","70.6659927368164","71.70392608642578","71.70392608642578","71.70392608642578"
"111","53.17800521850586","53.17800521850586","53.17800521850586","71.20056915283203","71.20056915283203","71.20056915283203","70.8192138671875","70.8192138671875","70.8192138671875","71.89463806152344","71.89463806152344","71.89463806152344"
"112","53.134056091308594","53.134056091308594","53.134056091308594","71.36267852783203","71.36267852783203","71.36267852783203","70.97267150878906","70.97267150878906","70.97267150878906","72.08673095703125","72.08673095703125","72.08673095703125"
"113","53.096275329589844","53.096275329589844","53.096275329589844","71.522705078125","71.522705078125","71.522705078125","71.12451934814453","71.12451934814453","71.12451934814453","72.27839660644531","72.27839660644531","72.27839660644531"
"114","53.07710266113281","53.07710266113281","53.07710266113281","71.6790771484375","71.6790771484375","71.6790771484375","71.27578735351562","71.27578735351562","71.27578735351562","72.4698486328125","72.4698486328125","72.4698486328125"
"115","53.07852554321289","53.07852554321289","53.07852554321289","71.83291625976562","71.83291625976562","71.83291625976562","71.42432403564453","71.42432403564453","71.42432403564453","72.65978240966797","72.65978240966797","72.65978240966797"
"116","53.061279296875","53.061279296875","53.061279296875","71.98457336425781","71.98457336425781","71.98457336425781","71.56944274902344","71.56944274902344","71.56944274902344","72.84904479980469","72.84904479980469","72.84904479980469"
"117","53.04478454589844","53.04478454589844","53.04478454589844","72.13322448730469","72.13322448730469","72.13322448730469","71.7142333984375","71.7142333984375","71.7142333984375","73.03793334960938","73.03793334960938","73.03793334960938"
"118","53.027557373046875","53.027557373046875","53.027557373046875","72.27930450439453","72.27930450439453","72.27930450439453","71.85643005371094","71.85643005371094","71.85643005371094","73.22686767578125","73.22686767578125","73.22686767578125"
"119","53.01148986816406","53.01148986816406","53.01148986816406","72.42280578613281","72.42280578613281","72.42280578613281","71.99620056152344","71.99620056152344","71.99620056152344","73.41604614257812","73.41604614257812","73.41604614257812"
"120","52.99766540527344","52.99766540527344","52.99766540527344","72.56476593017578","72.56476593017578","72.56476593017578","72.13761138916016","72.13761138916016","72.13761138916016","73.60645294189453","73.60645294189453","73.60645294189453"
"121","52.992225646972656","52.992225646972656","52.992225646972656","72.70558166503906","72.70558166503906","72.70558166503906","72.27717590332031","72.27717590332031","72.27717590332031","73.79679870605469","73.79679870605469","73.79679870605469"
"122","52.982093811035156","52.982093811035156","52.982093811035156","72.84172058105469","72.84172058105469","72.84172058105469","72.41305541992188","72.41305541992188","72.41305541992188","73.98535919189453","73.98535919189453","73.98535919189453"
"123","52.952674865722656","52.952674865722656","52.952674865722656","72.97621154785156","72.97621154785156","72.97621154785156","72.54419708251953","72.54419708251953","72.54419708251953","74.1737289428711","74.1737289428711","74.1737289428711"
"124","52.906558990478516","52.906558990478516","52.906558990478516","73.10889434814453","73.10889434814453","73.10889434814453","72.67294311523438","72.67294311523438","72.67294311523438","74.3624496459961","74.3624496459961","74.3624496459961"
"125","52.892635345458984","52.892635345458984","52.892635345458984","73.24229431152344","73.24229431152344","73.24229431152344","72.79817962646484","72.79817962646484","72.79817962646484","74.5501937866211","74.5501937866211","74.5501937866211"
"126","52.88497543334961","52.88497543334961","52.88497543334961","73.37577056884766","73.37577056884766","73.37577056884766","72.92143249511719","72.92143249511719","72.92143249511719","74.73699951171875","74.73699951171875","74.73699951171875"
"127","52.8953971862793","52.8953971862793","52.8953971862793","73.5078125","73.5078125","73.5078125","73.04341888427734","73.04341888427734","73.04341888427734","74.92420959472656","74.92420959472656","74.92420959472656"
"128","52.89375305175781","52.89375305175781","52.89375305175781","73.63778686523438","73.63778686523438","73.63778686523438","73.16223907470703","73.16223907470703","73.16223907470703","75.11126708984375","75.11126708984375","75.11126708984375"
"129","52.891117095947266","52.891117095947266","52.891117095947266","73.76895141601562","73.76895141601562","73.76895141601562","73.2777328491211","73.2777328491211","73.2777328491211","75.29800415039062","75.29800415039062","75.29800415039062"
"130","52.908687591552734","52.908687591552734","52.908687591552734","73.89757537841797","73.89757537841797","73.89757537841797","73.389892578125","73.389892578125","73.389892578125","75.4835205078125","75.4835205078125","75.4835205078125"
"131","52.90205383300781","52.90205383300781","52.90205383300781","74.02528381347656","74.02528381347656","74.02528381347656","73.5008544921875","73.5008544921875","73.5008544921875","75.66822052001953","75.66822052001953","75.66822052001953"
"132","52.89273452758789","52.89273452758789","52.89273452758789","74.1543960571289","74.1543960571289","74.1543960571289","73.6106185913086","73.6106185913086","73.6106185913086","75.85372161865234","75.85372161865234","75.85372161865234"
"133","52.900081634521484","52.900081634521484","52.900081634521484","74.28126525878906","74.28126525878906","74.28126525878906","73.72049713134766","73.72049713134766","73.72049713134766","76.03826141357422","76.03826141357422","76.03826141357422"
"134","52.905460357666016","52.905460357666016","52.905460357666016","74.40850830078125","74.40850830078125","74.40850830078125","73.82933044433594","73.82933044433594","73.82933044433594","76.22303009033203","76.22303009033203","76.22303009033203"
"135","52.921268463134766","52.921268463134766","52.921268463134766","74.53398132324219","74.53398132324219","74.53398132324219","73.93778228759766","73.93778228759766","73.93778228759766","76.40709686279297","76.40709686279297","76.40709686279297"
"136","52.91593933105469","52.91593933105469","52.91593933105469","74.65740966796875","74.65740966796875","74.65740966796875","74.0462646484375","74.0462646484375","74.0462646484375","76.5915298461914","76.5915298461914","76.5915298461914"
"137","52.90961456298828","52.90961456298828","52.90961456298828","74.77949523925781","74.77949523925781","74.77949523925781","74.15347290039062","74.15347290039062","74.15347290039062","76.77642059326172","76.77642059326172","76.77642059326172"
"138","52.894290924072266","52.894290924072266","52.894290924072266","74.90068054199219","74.90068054199219","74.90068054199219","74.25833892822266","74.25833892822266","74.25833892822266","76.96173858642578","76.96173858642578","76.96173858642578"
"139","52.91919708251953","52.91919708251953","52.91919708251953","75.01909637451172","75.01909637451172","75.01909637451172","74.35974884033203","74.35974884033203","74.35974884033203","77.14622497558594","77.14622497558594","77.14622497558594"
"140","52.949275970458984","52.949275970458984","52.949275970458984","75.13645935058594","75.13645935058594","75.13645935058594","74.45918273925781","74.45918273925781","74.45918273925781","77.33062744140625","77.33062744140625","77.33062744140625"
"141","52.983238220214844","52.983238220214844","52.983238220214844","75.24886322021484","75.24886322021484","75.24886322021484","74.55546569824219","74.55546569824219","74.55546569824219","77.51509094238281","77.51509094238281","77.51509094238281"
"142","53.04344177246094","53.04344177246094","53.04344177246094","75.35977172851562","75.35977172851562","75.35977172851562","74.64786529541016","74.64786529541016","74.64786529541016","77.69898986816406","77.69898986816406","77.69898986816406"
"143","53.08067321777344","53.08067321777344","53.08067321777344","75.4697036743164","75.4697036743164","75.4697036743164","74.737548828125","74.737548828125","74.737548828125","77.88333129882812","77.88333129882812","77.88333129882812"
"144","53.13028335571289","53.13028335571289","53.13028335571289","75.5804214477539","75.5804214477539","75.5804214477539","74.82628631591797","74.82628631591797","74.82628631591797","78.06775665283203","78.06775665283203","78.06775665283203"
"145","53.16222381591797","53.16222381591797","53.16222381591797","75.68600463867188","75.68600463867188","75.68600463867188","74.91500091552734","74.91500091552734","74.91500091552734","78.25065612792969","78.25065612792969","78.25065612792969"
"146","53.15129089355469","53.15129089355469","53.15129089355469","75.7863540649414","75.7863540649414","75.7863540649414","75.00182342529297","75.00182342529297","75.00182342529297","78.43443298339844","78.43443298339844","78.43443298339844"
"147","53.146427154541016","53.146427154541016","53.146427154541016","75.88780975341797","75.88780975341797","75.88780975341797","75.08806610107422","75.08806610107422","75.08806610107422","78.61829376220703","78.61829376220703","78.61829376220703"
"148","53.138248443603516","53.138248443603516","53.138248443603516","75.98686218261719","75.98686218261719","75.98686218261719","75.17120361328125","75.17120361328125","75.17120361328125","78.80276489257812","78.80276489257812","78.80276489257812"
"149","53.12616729736328","53.12616729736328","53.12616729736328","76.08212280273438","76.08212280273438","76.08212280273438","75.25340270996094","75.25340270996094","75.25340270996094","78.98673248291016","78.98673248291016","78.98673248291016"
"150","53.13032150268555","53.13032150268555","53.13032150268555","76.17832946777344","76.17832946777344","76.17832946777344","75.33242797851562","75.33242797851562","75.33242797851562","79.17147827148438","79.17147827148438","79.17147827148438"
"151","53.1214599609375","53.1214599609375","53.1214599609375","76.27204895019531","76.27204895019531","76.27204895019531","75.41120147705078","75.41120147705078","75.41120147705078","79.35627746582031","79.35627746582031","79.35627746582031"
"152","53.128543853759766","53.128543853759766","53.128543853759766","76.35880279541016","76.35880279541016","76.35880279541016","75.48722076416016","75.48722076416016","75.48722076416016","79.53892517089844","79.53892517089844","79.53892517089844"
"153","53.10869216918945","53.10869216918945","53.10869216918945","76.43931579589844","76.43931579589844","76.43931579589844","75.56120300292969","75.56120300292969","75.56120300292969","79.72228240966797","79.72228240966797","79.72228240966797"
"154","53.102142333984375","53.102142333984375","53.102142333984375","76.51806640625","76.51806640625","76.51806640625","75.63320922851562","75.63320922851562","75.63320922851562","79.90599060058594","79.90599060058594","79.90599060058594"
"155","53.10670852661133","53.10670852661133","53.10670852661133","76.59658813476562","76.59658813476562","76.59658813476562","75.70186614990234","75.70186614990234","75.70186614990234","80.0875244140625","80.0875244140625","80.0875244140625"
"156","53.102291107177734","53.102291107177734","53.102291107177734","76.66929626464844","76.66929626464844","76.66929626464844","75.76719665527344","75.76719665527344","75.76719665527344","80.27030944824219","80.27030944824219","80.27030944824219"
"157","53.0949821472168","53.0949821472168","53.0949821472168","76.73906707763672","76.73906707763672","76.73906707763672","75.83196258544922","75.83196258544922","75.83196258544922","80.45287322998047","80.45287322998047","80.45287322998047"
"158","53.081077575683594","53.081077575683594","53.081077575683594","76.80586242675781","76.80586242675781","76.80586242675781","75.89649963378906","75.89649963378906","75.89649963378906","80.63683319091797","80.63683319091797","80.63683319091797"
"159","53.03849411010742","53.03849411010742","53.03849411010742","76.86787414550781","76.86787414550781","76.86787414550781","75.95806884765625","75.95806884765625","75.95806884765625","80.81822204589844","80.81822204589844","80.81822204589844"
"160","52.999481201171875","52.999481201171875","52.999481201171875","76.92686462402344","76.92686462402344","76.92686462402344","76.01953125","76.01953125","76.01953125","80.99998474121094","80.99998474121094","80.99998474121094"
"161","52.94691467285156","52.94691467285156","52.94691467285156","76.98297119140625","76.98297119140625","76.98297119140625","76.08141326904297","76.08141326904297","76.08141326904297","81.18189239501953","81.18189239501953","81.18189239501953"
"162","52.90752029418945","52.90752029418945","52.90752029418945","77.0406723022461","77.0406723022461","77.0406723022461","76.14698791503906","76.14698791503906","76.14698791503906","81.36293029785156","81.36293029785156","81.36293029785156"
"163","52.8618049621582","52.8618049621582","52.8618049621582","77.09898376464844","77.09898376464844","77.09898376464844","76.20927429199219","76.20927429199219","76.20927429199219","81.54283142089844","81.54283142089844","81.54283142089844"
"164","52.82809066772461","52.82809066772461","52.82809066772461","77.1544189453125","77.1544189453125","77.1544189453125","76.26786041259766","76.26786041259766","76.26786041259766","81.72160339355469","81.72160339355469","81.72160339355469"
"165","52.800682067871094","52.800682067871094","52.800682067871094","77.20857238769531","77.20857238769531","77.20857238769531","76.32198333740234","76.32198333740234","76.32198333740234","81.89967346191406","81.89967346191406","81.89967346191406"
"166","52.77110290527344","52.77110290527344","52.77110290527344","77.25996398925781","77.25996398925781","77.25996398925781","76.37319946289062","76.37319946289062","76.37319946289062","82.07743835449219","82.07743835449219","82.07743835449219"
"167","52.74272155761719","52.74272155761719","52.74272155761719","77.30767822265625","77.30767822265625","77.30767822265625","76.4221420288086","76.4221420288086","76.4221420288086","82.25483703613281","82.25483703613281","82.25483703613281"
"168","52.7382926940918","52.7382926940918","52.7382926940918","77.34992980957031","77.34992980957031","77.34992980957031","76.46829986572266","76.46829986572266","76.46829986572266","82.43104553222656","82.43104553222656","82.43104553222656"
"169","52.76055908203125","52.76055908203125","52.76055908203125","77.39336395263672","77.39336395263672","77.39336395263672","76.51528930664062","76.51528930664062","76.51528930664062","82.60542297363281","82.60542297363281","82.60542297363281"
"170","52.7650146484375","52.7650146484375","52.7650146484375","77.43295288085938","77.43295288085938","77.43295288085938","76.56088256835938","76.56088256835938","76.56088256835938","82.78055572509766","82.78055572509766","82.78055572509766"
"171","52.7877082824707","52.7877082824707","52.7877082824707","77.46978759765625","77.46978759765625","77.46978759765625","76.60372161865234","76.60372161865234","76.60372161865234","82.9549331665039","82.9549331665039","82.9549331665039"
"172","52.84098434448242","52.84098434448242","52.84098434448242","77.50730895996094","77.50730895996094","77.50730895996094","76.64285278320312","76.64285278320312","76.64285278320312","83.12849426269531","83.12849426269531","83.12849426269531"
"173","52.89314270019531","52.89314270019531","52.89314270019531","77.54324340820312","77.54324340820312","77.54324340820312","76.67868041992188","76.67868041992188","76.67868041992188","83.30038452148438","83.30038452148438","83.30038452148438"
"174","52.96296691894531","52.96296691894531","52.96296691894531","77.58160400390625","77.58160400390625","77.58160400390625","76.70902252197266","76.70902252197266","76.70902252197266","83.47276306152344","83.47276306152344","83.47276306152344"
"175","53.04806900024414","53.04806900024414","53.04806900024414","77.61979675292969","77.61979675292969","77.61979675292969","76.73948669433594","76.73948669433594","76.73948669433594","83.64334869384766","83.64334869384766","83.64334869384766"
"176","53.1422233581543","53.1422233581543","53.1422233581543","77.658935546875","77.658935546875","77.658935546875","76.77029418945312","76.77029418945312","76.77029418945312","83.81434631347656","83.81434631347656","83.81434631347656"
"177","53.225276947021484","53.225276947021484","53.225276947021484","77.69189453125","77.69189453125","77.69189453125","76.79774475097656","76.79774475097656","76.79774475097656","83.98362731933594","83.98362731933594","83.98362731933594"
"178","53.294334411621094","53.294334411621094","53.294334411621094","77.72232818603516","77.72232818603516","77.72232818603516","76.8219223022461","76.8219223022461","76.8219223022461","84.15214538574219","84.15214538574219","84.15214538574219"
"179","53.360435485839844","53.360435485839844","53.360435485839844","77.74600982666016","77.74600982666016","77.74600982666016","76.84490203857422","76.84490203857422","76.84490203857422","84.32113647460938","84.32113647460938","84.32113647460938"
"180","53.393707275390625","53.393707275390625","53.393707275390625","77.76522064208984","77.76522064208984","77.76522064208984","76.86370849609375","76.86370849609375","76.86370849609375","84.48744201660156","84.48744201660156","84.48744201660156"
"181","53.403202056884766","53.403202056884766","53.403202056884766","77.78096008300781","77.78096008300781","77.78096008300781","76.87832641601562","76.87832641601562","76.87832641601562","84.65190887451172","84.65190887451172","84.65190887451172"
"182","53.397117614746094","53.397117614746094","53.397117614746094","77.79788970947266","77.79788970947266","77.79788970947266","76.89611053466797","76.89611053466797","76.89611053466797","84.81648254394531","84.81648254394531","84.81648254394531"
"183","53.39433288574219","53.39433288574219","53.39433288574219","77.81751251220703","77.81751251220703","77.81751251220703","76.9106216430664","76.9106216430664","76.9106216430664","84.98070526123047","84.98070526123047","84.98070526123047"
"184","53.43103790283203","53.43103790283203","53.43103790283203","77.84054565429688","77.84054565429688","77.84054565429688","76.92230224609375","76.92230224609375","76.92230224609375","85.14527893066406","85.14527893066406","85.14527893066406"
"185","53.433868408203125","53.433868408203125","53.433868408203125","77.85890197753906","77.85890197753906","77.85890197753906","76.93558502197266","76.93558502197266","76.93558502197266","85.31008911132812","85.31008911132812","85.31008911132812"
"186","53.42757797241211","53.42757797241211","53.42757797241211","77.8784408569336","77.8784408569336","77.8784408569336","76.9477767944336","76.9477767944336","76.9477767944336","85.47373962402344","85.47373962402344","85.47373962402344"
"187","53.41732406616211","53.41732406616211","53.41732406616211","77.89264678955078","77.89264678955078","77.89264678955078","76.95899200439453","76.95899200439453","76.95899200439453","85.6375732421875","85.6375732421875","85.6375732421875"
"188","53.40088653564453","53.40088653564453","53.40088653564453","77.9104232788086","77.9104232788086","77.9104232788086","76.97123718261719","76.97123718261719","76.97123718261719","85.80113983154297","85.80113983154297","85.80113983154297"
"189","53.393470764160156","53.393470764160156","53.393470764160156","77.92803955078125","77.92803955078125","77.92803955078125","76.98220825195312","76.98220825195312","76.98220825195312","85.9637222290039","85.9637222290039","85.9637222290039"
"190","53.37168502807617","53.37168502807617","53.37168502807617","77.94495391845703","77.94495391845703","77.94495391845703","76.99372100830078","76.99372100830078","76.99372100830078","86.1258544921875","86.1258544921875","86.1258544921875"
"191","53.3658332824707","53.3658332824707","53.3658332824707","77.96251678466797","77.96251678466797","77.96251678466797","77.00491333007812","77.00491333007812","77.00491333007812","86.28768157958984","86.28768157958984","86.28768157958984"
"192","53.36833953857422","53.36833953857422","53.36833953857422","77.97639465332031","77.97639465332031","77.97639465332031","77.01740264892578","77.01740264892578","77.01740264892578","86.4494857788086","86.4494857788086","86.4494857788086"
"193","53.369876861572266","53.369876861572266","53.369876861572266","77.9853286743164","77.9853286743164","77.9853286743164","77.02793884277344","77.02793884277344","77.02793884277344","86.61006164550781","86.61006164550781","86.61006164550781"
"194","53.38948440551758","53.38948440551758","53.38948440551758","77.99616241455078","77.99616241455078","77.99616241455078","77.03832244873047","77.03832244873047","77.03832244873047","86.77049255371094","86.77049255371094","86.77049255371094"
"195","53.39431381225586","53.39431381225586","53.39431381225586","78.00718688964844","78.00718688964844","78.00718688964844","77.0458984375","77.0458984375","77.0458984375","86.93109893798828","86.93109893798828","86.93109893798828"
"196","53.37858963012695","53.37858963012695","53.37858963012695","78.01651763916016","78.01651763916016","78.01651763916016","77.05558013916016","77.05558013916016","77.05558013916016","87.09092712402344","87.09092712402344","87.09092712402344"
"197","53.35112380981445","53.35112380981445","53.35112380981445","78.0169677734375","78.0169677734375","78.0169677734375","77.060791015625","77.060791015625","77.060791015625","87.25035095214844","87.25035095214844","87.25035095214844"
"198","53.327964782714844","53.327964782714844","53.327964782714844","78.02326202392578","78.02326202392578","78.02326202392578","77.06982421875","77.06982421875","77.06982421875","87.41081237792969","87.41081237792969","87.41081237792969"
